33|JAWA TENGAH
33.27.05.2011|Kesesirejo
33.27.05.2012|Babakan
33.27.05.2013|Karangbrai
33.27.05.2014|Jraganan
33.27.05.2015|Kebandaran
33.27.05.2016|Bodeh
33.27.05.2017|Muncang
33.27.05.2018|Kelangdepok
33.27.05.2019|Pendowo
33.27.06|Bantarbolang
33.27.06.2001|Sumurkidang
33.27.06.2002|Wanarata
33.27.06.2003|Pedagung
33.27.06.2004|Suru
33.27.06.2005|Banjarsari
33.27.06.2006|Pegiringan
33.27.06.2007|Karanganyar
33.27.06.2008|Purana
33.27.06.2009|Pabuaran
33.27.06.2010|Sarwodadi
33.27.06.2011|Bantarbolang
33.27.06.2012|Sambeng
33.27.06.2013|Glandang
33.27.06.2014|Kuta
33.27.06.2015|Kebon Gede
33.27.06.2016|Paguyangan
33.27.06.2017|Lenggerong
33.27.07|Randudongkal
33.27.07.2001|Kecepit
33.27.07.2002|Gembyang
33.27.07.2003|Mejagong
33.27.07.2004|Penusupan
33.27.07.2005|Banjaranyar
33.27.07.2006|Randudongkal
33.27.07.2007|Karangmoncol
33.27.07.2008|Semingkir
33.27.07.2009|Semaya
33.27.07.2010|Tanahbaya
33.27.07.2011|Lodaya
33.27.07.2012|Rembul
33.27.07.2013|Kreyo
33.27.07.2014|Kalimas
33.27.07.2015|Mangli
33.27.07.2016|Kalitorong
33.27.07.2017|Kejene
33.27.07.2018|Gongseng
33.27.08|Pemalang
33.27.08.1004|Paduraksa
33.27.08.1013|Kebondalem
33.27.08.1014|Bojongbata
33.27.08.1015|Mulyoharjo
33.27.08.1016|Pelutan
33.27.08.1018|Sugihwaras
33.27.08.1019|Widuri
33.27.08.2001|Banjarmulya
33.27.08.2002|Surajaya
33.27.08.2003|Kramat
33.27.08.2005|Pegongsoran
33.27.08.2006|Sungapan
33.27.08.2007|Saradan
33.27.08.2008|Sewaka
33.27.08.2009|Mengori
33.27.08.2010|Wanamulya
33.27.08.2011|Bojongnangka
33.27.08.2012|Tambakrejo
33.27.08.2017|Lawangrejo
33.27.08.2020|Danasari
33.27.09|Taman
33.27.09.1015|Wanarejan Selatan
33.27.09.1016|Beji
33.27.09.2001|Penggarit
33.27.09.2002|Pener
33.27.09.2003|Jrakah
33.27.09.2004|Gondang
33.27.09.2005|Sokawangi
33.27.09.2006|Kejambon
33.27.09.2007|Jebed Utara
33.27.09.2008|Cibelok
33.27.09.2009|Banjardawa
33.27.09.2010|Banjaran
33.27.09.2011|Sitemu
33.27.09.2012|Pedurungan
33.27.09.2013|Taman
33.27.09.2014|Kaligelang
33.27.09.2017|Kabunan
33.27.09.2018|Asemdoyong
33.27.09.2019|Kedungbanjar
33.27.09.2020|Wanarejan Utara
33.27.09.2021|Jebed Selatan
33.27.10|Petarukan
33.27.10.1006|Petarukan
33.27.10.2001|Kendalsari
33.27.10.2002|Widodaren
33.27.10.2003|Karangasem
33.27.10.2004|Petanjungan
33.27.10.2005|Serang
33.27.10.2007|Kalirandu
33.27.10.2008|Iser
33.27.10.2009|Sirangkang
33.27.10.2010|Pesucen
33.27.10.2011|Temuireng
33.27.10.2012|Panjunan
33.27.10.2013|Kendaldoyong
33.27.10.2014|Pegundan
33.27.10.2015|Bulu
33.27.10.2016|Tegalmlati
33.27.10.2017|Loning
33.27.10.2018|Klareyan
33.27.10.2019|Kendalrejo
33.27.10.2020|Nyamplungsari
33.27.11|Ampelgading
33.27.11.2001|Sokawati
33.27.11.2002|Tegalsari Timur
33.27.11.2003|Kemuning
33.27.11.2004|Karangtalok
33.27.11.2005|Wonogiri
33.27.11.2006|Blimbing
33.27.11.2007|Ampelgading
33.27.11.2008|Cibiyuk
33.27.11.2009|Karangtengah
33.27.11.2010|Banglarangan
33.27.11.2011|Losari
33.27.11.2012|Ujunggede
33.27.11.2013|Jatirejo
33.27.11.2014|Kebagusan
33.27.11.2015|Sidokare
33.27.11.2016|Tegalsari Barat
33.27.12|Comal
33.27.12.1005|Purwoharjo
33.27.12.2001|Tumbal
33.27.12.2002|Pecangakan
33.27.12.2003|Sikayu
33.27.12.2004|Purwosari
33.27.12.2006|Sidorejo
33.27.12.2007|Lowa
33.27.12.2008|Ambokulon
33.27.12.2009|Gandu
33.27.12.2010|Gedeg
33.27.12.2011|Gintung
33.27.12.2012|Sarwodadi
33.27.12.2013|Susukan
33.27.12.2014|Klegen
33.27.12.2015|Wonokromo
33.27.12.2016|Kebojongan
33.27.12.2017|Kandang
33.27.12.2018|Kauman
33.27.13|Ulujami
33.27.13.2001|Sukorejo
33.27.13.2002|Botekan
33.27.13.2003|Rowosari
33.27.13.2004|Ambowetan
33.27.13.2005|Pagergunung
33.27.13.2006|Wiyorowetan
33.27.13.2007|Samong
33.27.13.2008|Tasikrejo
33.27.13.2009|Bumirejo
33.27.13.2010|Kaliprau
33.27.13.2011|Kertosari
33.27.13.2012|Pamutih
33.27.13.2013|Padek
33.27.13.2014|Blendung
33.27.13.2015|Ketapang
33.27.13.2016|Limbangan
33.27.13.2017|Mojo
33.27.13.2018|Pesantren
33.27.14|Warungpring
33.27.14.2001|Pakembaran
33.27.14.2002|Warungpring
33.27.14.2003|Karangdawa
33.27.14.2004|Datar
33.27.14.2005|Cibuyur
33.27.14.2006|Mereng
33.28|KAB. TEGAL
33.28.01|Margasari
33.28.01.2001|Prupuk Selatan
33.28.01.2002|Kaligayam
33.28.01.2003|Dukuh Tengah
33.28.01.2004|Wanasari
33.28.01.2005|Danaraja
33.28.01.2006|Jembayat
33.28.01.2007|Margasari
33.28.01.2008|Pakulaut
33.28.01.2009|Karangdawa
33.28.01.2010|Kalisalak
33.28.01.2011|Jatilaba
33.28.01.2012|Prupuk Utara
33.28.01.2013|Marga Ayu
33.28.02|Bumijawa
33.28.02.2001|Guci
33.28.02.2002|Sigedong
33.28.02.2003|Batumirah
33.28.02.2004|Bumijawa
33.28.02.2005|Sokasari
33.28.02.2006|Sokatengah
33.28.02.2007|Sumbaga
33.28.02.2008|Traju
33.28.02.2009|Muncanglarang
33.28.02.2010|Begawat
33.28.02.2011|Dukuhbenda
33.28.02.2012|Cintamanik
33.28.02.2013|Cempaka
33.28.02.2014|Gunungagung
33.28.02.2015|Jejeg
33.28.02.2016|Pagerkasih
33.28.02.2017|Carul
33.28.02.2018|Cawitali
33.28.03|Bojong
33.28.03.2001|Rembul
33.28.03.2002|Dukuhtengah
33.28.03.2003|Kedawung
33.28.03.2004|Suniarsih
33.28.03.2005|Karangmulya
33.28.03.2006|Tuwel
33.28.03.2007|Bojong
33.28.03.2008|Buniwah
33.28.03.2009|Lengkong
33.28.03.2010|Batunyana
33.28.03.2011|Sangkanayu
33.28.03.2012|Gunungjati
33.28.03.2013|Puncangluwuk
33.28.03.2014|Kajenengan
33.28.03.2015|Kalijambu
33.28.03.2016|Danasari
33.28.03.2017|Cikura
33.28.04|Balapulang
33.28.04.2001|Cenggini
33.28.04.2002|Bukateja
33.28.04.2003|Kalibakung
33.28.04.2004|Karangjambu
33.28.04.2005|Cilongok
33.28.04.2006|Tembongwah
33.28.04.2007|Danareja
33.28.04.2008|Sangkanjaya
33.28.04.2009|Danawarih
33.28.04.2010|Pagerwangi
33.28.04.2011|Harjowinangun
33.28.04.2012|Batuagung
33.28.04.2013|Kaliwungu
33.28.04.2014|Banjaranyar
33.28.04.2015|Sesepan
33.28.04.2016|Wringinjenggot
33.28.04.2017|Pamiritan
33.28.04.2018|Balapulang Wetan
33.28.04.2019|Balapulang Kulon
33.28.04.2020|Cibunar
33.28.05|Pagerbarang
33.28.05.2001|Srengseng
33.28.05.2002|Rajegwesi
33.28.05.2003|Sidamulya
33.28.05.2004|Mulyoharjo
33.28.05.2005|Semboja
33.28.05.2006|Randusari
33.28.05.2007|Jatiwangi
33.28.05.2008|Pagerbarang
33.28.05.2009|Karanganyar
33.28.05.2010|Kertaharja
33.28.05.2011|Kedungsugih
33.28.05.2012|Surokidul
33.28.05.2013|Pesarean
33.28.06|Lebaksiu
33.28.06.2001|Timbangreja
33.28.06.2002|Lebaksiu Kidul
33.28.06.2003|Lebaksiu Lor
33.28.06.2004|Kajen
33.28.06.2005|Yamansari
33.28.06.2006|Kesuben
33.28.06.2007|Balaradin
33.28.06.2008|Lebakgowah
33.28.06.2009|Dukuhlo
33.28.06.2010|Pendawa
33.28.06.2011|Jatimulya
33.28.06.2012|Kambangan
33.28.06.2013|Slarangkidul
33.28.06.2014|Tegalandong
33.28.06.2015|Dukuhdamu
33.28.07|Jatinegara
33.28.07.2001|Kedungwungu
33.28.07.2002|Mokaha
33.28.07.2003|Penyalahan
33.28.07.2004|Sitail
33.28.07.2005|Sumbarang
33.28.07.2006|Cerih
33.28.07.2007|Gantungan
33.28.07.2008|Argatawang
33.28.07.2009|Padasari
33.28.07.2010|Capar
33.28.07.2011|Lebakwangi
33.28.07.2012|Dukuhbangsa
33.28.07.2013|Jatinegara
33.28.07.2014|Luwijawa
33.28.07.2015|Lembasari
33.28.07.2016|Tamansari
33.28.07.2017|Wotgalih
33.28.08|Kedungbanteng
33.28.08.2001|Penujah
33.28.08.2002|Karanganyar
33.28.08.2003|Tonggara
33.28.08.2004|Kedungbanteng
33.28.08.2005|Dukuhjati Wetan
33.28.08.2006|Sumingkir
33.28.08.2007|Margamulya
33.28.08.2008|Kebandingan
33.28.08.2009|Karangmalang
33.28.08.2010|Semedo
33.28.09|Pangkah
33.28.09.2001|Dermasuci
33.28.09.2002|Pener
33.28.09.2003|Dukuhjati Kidul
33.28.09.2004|Depok
33.28.09.2005|Penusupan
33.28.09.2006|Bogares Kidul
33.28.09.2007|Bogares Lor
33.28.09.2008|Pangkah
33.28.09.2009|Dukuhsembung
33.28.09.2010|Curug
33.28.09.2011|Kendalserut
33.28.09.2012|Grobog Kulon
33.28.09.2013|Bedug
33.28.09.2014|Pecabean
33.28.09.2015|Grobog Wetan
33.28.09.2016|Talok
33.28.09.2017|Paketiban
33.28.09.2018|Rancawiru
33.28.09.2019|Jenggawur
33.28.09.2020|Kalikangkung
33.28.09.2021|Pubayasa
33.28.09.2022|Dermasandi
33.28.09.2023|Balamoa
33.28.10|Slawi
33.28.10.1006|Pakembaran
33.28.10.1007|Kagok
33.28.10.1008|Procot
33.28.10.1009|Kudaile
33.28.10.1010|Slawi Wetan
33.28.10.2001|Kalisapu
33.28.10.2002|Dukuhwringin
33.28.10.2003|Dukuhsalam
33.28.10.2004|Slawi Kulon
33.28.10.2005|Trayeman
33.28.11|Adiwerna
33.28.11.2001|Pedeslohor
33.28.11.2002|Lumingser
33.28.11.2003|Kedungsukun
33.28.11.2004|Pagiyanten
33.28.11.2005|Penarukan
33.28.11.2006|Harjosari Lor
33.28.11.2007|Tembok Lor
33.28.11.2008|Tembok Kidul
33.28.11.2009|Tembok Banjaran
33.28.11.2010|Tembok Luwung
33.28.11.2011|Adiwerna
33.28.11.2012|Kalimati
33.28.11.2013|Lemahduwur
33.28.11.2014|Pesarean
33.28.11.2015|Ujungrusi
33.28.11.2016|Pagedangan
33.28.11.2017|Kaliwadas
33.28.11.2018|Pecangakan
33.28.11.2019|Gumalar
33.28.11.2020|Bersole
33.28.11.2021|Harjosari Kidul
33.28.12|Talang
33.28.12.2001|Pegirikan
33.28.12.2002|Pekiringan
33.28.12.2003|Gembongkulon
33.28.12.2004|Pasangan
33.28.12.2005|Langgen
33.28.12.2006|Bengle
33.28.12.2007|Dukuhmalang
33.28.12.2008|Pesayangan
33.28.12.2009|Kajen
33.28.12.2010|Kebasen
33.28.12.2011|Tegalwangi
33.28.12.2012|Kaligayam
33.28.12.2013|Talang
33.28.12.2014|Kaladawa
33.28.12.2015|Cangkring
33.28.12.2016|Dawuhan
33.28.12.2017|Getaskerep
33.28.12.2018|Pacul
33.28.12.2019|Wangandawa
33.28.13|Dukuhturi
33.28.13.2001|Ketanggungan
33.28.13.2002|Kupu
33.28.13.2003|Sidakaton
33.28.13.2004|Sidapurna
33.28.13.2005|Pepedan
33.28.13.2006|Pengarasan
33.28.13.2007|Lawatan
33.28.13.2008|Dukuhturi
33.28.13.2009|Pekauman Kulon
33.28.13.2010|Pagongan
33.28.13.2011|Debongwetan
33.28.13.2012|Kepandean
33.28.13.2013|Grogol
33.28.13.2014|Bandasari
33.28.13.2015|Sutapranan
33.28.13.2016|Kademangaran
33.28.13.2017|Karanganyar
33.28.13.2018|Pengabean
33.28.14|Tarub
33.28.14.2001|Jatirawa
33.28.14.2002|Kabukan
33.28.14.2003|Setu
33.28.14.2004|Purbasana
33.28.14.2005|Kemanggungan
33.28.14.2006|Karangmangu
33.28.14.2007|Lebeteng
33.28.14.2008|Brekat
33.28.14.2009|Karangjati
33.28.14.2010|Bulakwaru
33.28.14.2011|Mindaka
33.28.14.2012|Tarub
33.28.14.2013|Kedungbungkus
33.28.14.2014|Kedokansayang
33.28.14.2015|Bumiharja
33.28.14.2016|Kalijambe
33.28.14.2017|Margapadang
33.28.14.2018|Kesamiran
33.28.14.2019|Kesadikan
33.28.14.2020|Mangunsaren
33.28.15|Kramat
33.28.15.1019|Dampyak
33.28.15.2001|Mejasem Barat
33.28.15.2002|Jatilawang
33.28.15.2003|Babakan
33.28.15.2004|Kemantran
33.28.15.2005|Kertaharja
33.28.15.2006|Ketileng
33.28.15.2007|Kepunduhan
33.28.15.2008|Bangun Galih
33.28.15.2009|Tanjungharja
33.28.15.2010|Kemuning
33.28.15.2011|Plumbungan
33.28.15.2012|Maribaya
33.28.15.2013|Kramat
33.28.15.2014|Bongkok
33.28.15.2015|Munjungagung
33.28.15.2016|Dinuk
33.28.15.2017|Kertayasa
33.28.15.2018|Padaharja
33.28.15.2020|Mejasem Timur
33.28.16|Suradadi
33.28.16.2001|Karangwuluh
33.28.16.2002|Gembongdadi
33.28.16.2003|Karangmulya
33.28.16.2004|Harjasari
33.28.16.2005|Kertasari
33.28.16.2006|Jatimulya
33.28.16.2007|Jatibogor
33.28.16.2008|Sidaharja
33.28.16.2009|Purwahamba
33.28.16.2010|Suradadi
33.28.16.2011|Bojongsana
33.28.17|Warureja
33.28.17.2001|Sidamulya
33.28.17.2002|Kedungjati
33.28.17.2003|Kendayakan
33.28.17.2004|Warureja
33.28.17.2005|Demangharjo
33.28.17.2006|Banjarturi
33.28.17.2007|Kedungkelor
33.28.17.2008|Sukareja
33.28.17.2009|Banjaragung
33.28.17.2010|Sigentong
33.28.17.2011|Kreman
33.28.17.2012|Rangi Mulya
33.28.18|Dukuhwaru
33.28.18.2001|Slaranglor
33.28.18.2002|Selapura
33.28.18.2003|Blubuk
33.28.18.2004|Gumayun
33.28.18.2005|Kabunan
33.28.18.2006|Pedagangan
33.28.18.2007|Kalisoka
33.28.18.2008|Sindang
33.28.18.2009|Dukuhwaru
33.28.18.2010|Bulakpacing
33.29|KAB. BREBES
33.29.01|Salem
33.29.01.2001|Banjaran
33.29.01.2002|Bentar
33.29.01.2003|Bentarsari
33.29.01.2004|Capar
33.29.01.2005|Ciputih
33.29.01.2006|Citimbang
33.29.01.2007|Ganggawang
33.29.01.2008|Gandoang
33.29.01.2009|Gunungjaya
33.29.01.2010|Gununglarang
33.29.01.2011|Gunungsugih
33.29.01.2012|Gunungtajem
33.29.01.2013|Indrajaya
33.29.01.2014|Kadumanis
33.29.01.2015|Pabuaran
33.29.01.2016|Pasirpanjang
33.29.01.2017|Salem
33.29.01.2018|Tembongraja
33.29.01.2019|Wanoja
33.29.01.2020|Winduasri
33.29.01.2021|Windusakti
33.29.02|Bantarkawung
33.29.02.2001|Bangbayang
33.29.02.2002|Banjarsari
33.29.02.2003|Bantarkawung
33.29.02.2004|Bantarwaru
33.29.02.2005|Cibentang
33.29.02.2006|Cinanas
33.29.02.2007|Ciomas
33.29.02.2008|Jipang
33.29.02.2009|Karangpari
33.29.02.2010|Kebandungan
33.29.02.2011|Legok
33.29.02.2012|Pangebatan
33.29.02.2013|Pengarasan
33.29.02.2014|Sindangwangi
33.29.02.2015|Tambakserang
33.29.02.2016|Terlaya
33.29.02.2017|Telaga
33.29.02.2018|Waru
33.29.03|Bumiayu
33.29.03.2001|Adisana
33.29.03.2002|Bumiayu
33.29.03.2003|Dukuhturi
33.29.03.2004|Jatisawit
33.29.03.2005|Kalierang
33.29.03.2006|Kalilangkap
33.29.03.2007|Kalinusu
33.29.03.2008|Kalisumur
33.29.03.2009|Kaliwadas
33.29.03.2010|Langkap
33.29.03.2011|Laren
33.29.03.2012|Negaradaha
33.29.03.2013|Pamijen
33.29.03.2014|Penggarutan
33.29.03.2015|Pruwatan
33.29.04|Paguyangan
33.29.04.2001|Cilibur
33.29.04.2002|Cipetung
33.29.04.2003|Kedungoleng
33.29.04.2004|Kretek
33.29.04.2005|Pagojengan
33.29.04.2006|Paguyangan
33.29.04.2007|Pakujati
33.29.04.2008|Pandansari
33.29.04.2009|Ragatunjung
33.29.04.2010|Taraban
33.29.04.2011|Wanatirta
33.29.04.2012|Winduaji
33.29.05|Sirampog
33.29.05.2001|Batursari
33.29.05.2002|Benda
33.29.05.2003|Buniwah
33.29.05.2004|Dawuhan
33.29.05.2005|Igirklanceng
33.29.05.2006|Kaligiri
33.29.05.2007|Kaliloka
33.29.05.2008|Manggis
33.29.05.2009|Mendala
33.29.05.2010|Mlayang
33.29.05.2011|Sridadi
33.29.05.2012|Plompong
33.29.05.2013|Wanareja
33.29.06|Tonjong
33.29.06.2001|Galuhtimur
33.29.06.2002|Kalijurang
33.29.06.2003|Karangjongkeng
33.29.06.2004|Kutamendala
33.29.06.2005|Kutayu
33.29.06.2006|Linggapura
33.29.06.2007|Negarayu
33.29.06.2008|Pepedan
33.29.06.2009|Purbayasa
33.29.06.2010|Rajawetan
33.29.06.2011|Purwodadi
33.29.06.2012|Tanggeran
33.29.06.2013|Tonjong
33.29.06.2014|Watujaya
33.29.07|Jatibarang
33.29.07.2001|Bojong
33.29.07.2002|Buaran
33.29.07.2003|Janegara
33.29.07.2004|Jatibarang Kidul
33.29.07.2005|Jatibarang Lor
33.29.07.2006|Kalialang
33.29.07.2007|Kalipucang
33.29.07.2008|Karanglo
33.29.07.2009|Kebogadung
33.29.07.2010|Kebonagung
33.29.07.2011|Kedungtukang
33.29.07.2012|Kemiriamba
33.29.07.2013|Kendawa
33.29.07.2014|Kertasinduyasa
33.29.07.2015|Klampis
33.29.07.2016|Klikiran
33.29.07.2017|Kramat
33.29.07.2018|Pamengger
33.29.07.2019|Pedeslohor
33.29.07.2020|Rengasbandung
33.29.07.2021|Tegalwulung
33.29.07.2022|Tembelang
33.29.08|Wanasari
33.29.08.2001|Glonggong
33.29.08.2002|Dukuhwringin
33.29.08.2003|Dumeling
33.29.08.2004|Jagalempeni
33.29.08.2005|Keboledan
33.29.08.2006|Kertabesuki
33.29.08.2007|Klampok
33.29.08.2008|Kupu
33.29.08.2009|Lengkong
33.29.08.2010|Pebatan
33.29.08.2011|Pesantunan
33.29.08.2012|Sawojajar
33.29.08.2013|Siasem
33.29.08.2014|Sidamulya
33.29.08.2015|Sigentong
33.29.08.2016|Sisalam
33.29.08.2017|Siwungkuk
33.29.08.2018|Tanjungsari
33.29.08.2019|Tegalgandu
33.29.08.2020|Wanasari
33.29.09|Brebes
33.29.09.1002|Brebes
33.29.09.1003|Gandasuli
33.29.09.1011|Limbangan Kulon
33.29.09.1012|Limbangan Wetan
33.29.09.1015|Pasarbatang
33.29.09.2001|Banjaranyar
33.29.09.2004|Kaligangsa Kulon
33.29.09.2005|Kaligangsa Wetan
33.29.09.2006|Kalimati
33.29.09.2007|Kaliwlingi
33.29.09.2008|Kedunguter
33.29.09.2009|Krasak
33.29.09.2010|Lembarawa
33.29.09.2013|Padasugih
33.29.09.2014|Pagejugan
33.29.09.2016|Pemaron
33.29.09.2017|Pulosari
33.29.09.2018|Randusanga Kulon
33.29.09.2019|Randusanga Wetan
33.29.09.2020|Sigambir
33.29.09.2021|Tengki
33.29.09.2022|Terlangu
33.29.09.2023|Wangandalem
33.29.10|Songgom
33.29.10.2001|Cenang
33.29.10.2002|Dukuhmaja
33.29.10.2003|Jatirokeh
33.29.10.2004|Karangsembung
33.29.10.2005|Songgom
33.29.10.2006|Wanacala
33.29.10.2007|Wanatawang
33.29.10.2008|Gegerkunci
33.29.10.2009|Jatimakmur
33.29.10.2010|Songgom Lor
33.29.11|Kersana
33.29.11.2001|Ciampel
33.29.11.2002|Cigedog
33.29.11.2003|Cikandang
33.29.11.2004|Jagapura
33.29.11.2005|Kemukten
33.29.11.2006|Kradenan
33.29.11.2007|Kersana
33.29.11.2008|Kramatsampang
33.29.11.2009|Kubangpari
33.29.11.2010|Limbangan
33.29.11.2011|Pende
33.29.11.2012|Sindangjaya
33.29.11.2013|Sutamaja
33.29.12|Losari
33.29.12.2001|Babakan
33.29.12.2002|Blubuk
33.29.12.2003|Bojongsari
33.29.12.2004|Dukuhsalam
33.29.12.2005|Jatisawit
33.29.12.2006|Kalibuntu
33.29.12.2007|Karangdempel
33.29.12.2008|Karangjunti
33.29.12.2009|Karangsambung
33.29.12.2010|Kecipir
33.29.12.2011|Kedungneng
33.29.12.2012|Limbangan
33.29.12.2013|Losari Kidul
33.29.12.2014|Losari Lor
33.29.12.2015|Negla
33.29.12.2016|Pekauman
33.29.12.2017|Pengabean
33.29.12.2018|Prapag Kidul
33.29.12.2019|Prapag Lor
33.29.12.2020|Randegan
33.29.12.2021|Randusari
33.29.12.2022|Rungkang
33.29.13|Tanjung
33.29.13.2001|Karangreja
33.29.13.2002|Kedawung
33.29.13.2003|Kemurang Kulon
33.29.13.2004|Kemurang Wetan
33.29.13.2005|Krakahan
33.29.13.2006|Kupangputat
33.29.13.2007|Luwunggede
33.29.13.2008|Lemahabang
33.29.13.2009|Luwungbata
33.29.13.2010|Mundu
33.29.13.2011|Pejagan
33.29.13.2012|Pengaradan
33.29.13.2013|Sarireja
33.29.13.2014|Sengon
33.29.13.2015|Sidakaton
33.29.13.2016|Tanjung
33.29.13.2017|Tegongan
33.29.13.2018|Tengguli
33.29.14|Bulakamba
33.29.14.2001|Bangsri
33.29.14.2002|Banjaratma
33.29.14.2003|Bulakamba
33.29.14.2004|Bulakparen
33.29.14.2005|Bulusari
33.29.14.2006|Cimohong
33.29.14.2007|Cipelem
33.29.14.2008|Dukuhlo
33.29.14.2009|Grinting
33.29.14.2010|Jubang
33.29.14.2011|Karangsari
33.29.14.2012|Kluwut
33.29.14.2013|Luwungragi
33.29.14.2014|Pakijangan
33.29.14.2015|Petunjungan
33.29.14.2016|Pulogading
33.29.14.2017|Rancawuluh
33.29.14.2018|Siwuluh
33.29.14.2019|Tegalglagah
33.29.15|Larangan
33.29.15.2001|Kamal
33.29.15.2002|Karangbale
33.29.15.2003|Kedungbokor
33.29.15.2004|Larangan
33.29.15.2005|Luwunggede
33.29.15.2006|Pamulihan
33.29.15.2007|Rengaspendawa
33.29.15.2008|Sitanggal
33.29.15.2009|Slatri
33.29.15.2010|Wlahar
33.29.15.2011|Siandong
33.29.16|Ketanggungan
33.29.16.2001|Baros
33.29.16.2002|Buara
33.29.16.2003|Bulakelor
33.29.16.2004|Ciduwet
33.29.16.2005|Cikeusal Kidul
33.29.16.2006|Cikeusal Lor
33.29.16.2007|Ciseureuh
33.29.16.2008|Dukuhbadag
33.29.16.2009|Dukuhtengah
33.29.16.2010|Jemasih
33.29.16.2011|Karangbandung
33.29.16.2012|Ketanggungan
33.29.16.2013|Kubangjati
33.29.16.2014|Kubangwungu
33.29.16.2015|Kubangsari
33.29.16.2016|Pamedaran
33.29.16.2017|Sindangjaya
33.29.16.2018|Tanggungsari
33.29.16.2019|Karangmalang
33.29.16.2020|Dukuhturi
33.29.16.2021|Padakaton
33.29.17|Banjarharjo
33.29.17.2001|Bandungsari
33.29.17.2002|Banjarlor
33.29.17.2003|Banjarharjo
33.29.17.2004|Blandongan
33.29.17.2005|Ciawi
33.29.17.2006|Cibendung
33.29.17.2007|Cibuniwangi
33.29.17.2008|Cigadung
33.29.17.2009|Cihaur
33.29.17.2010|Cikakak
33.29.17.2011|Cikuya
33.29.17.2012|Cimunding
33.29.17.2013|Cipajang
33.29.17.2014|Dukuhjeruk
33.29.17.2015|Karangmaja
33.29.17.2016|Kertasari
33.29.17.2017|Kubangjero
33.29.17.2018|Malahayu
33.29.17.2019|Parereja
33.29.17.2020|Penanggapan
33.29.17.2021|Pende
33.29.17.2022|Sindangheula
33.29.17.2023|Sukareja
33.29.17.2024|Tegalreja
33.29.17.2025|Tiwulandu
33.71|KOTA MAGELANG
33.71.01|Magelang Selatan
33.71.01.1003|Rejowinangun Selatan
33.71.01.1007|Magersari
33.71.01.1008|Jurangombo Utara
33.71.01.1009|Jurangombo Selatan
33.71.01.1010|Tidar Utara
33.71.01.1011|Tidar Selatan
33.71.02|Magelang Utara
33.71.02.1003|Wates
33.71.02.1004|Potrobangsan
33.71.02.1005|Kedungsari
33.71.02.1008|Kramat Utara
33.71.02.1009|Kramat Selatan
33.71.03|Magelang Tengah
33.71.03.1001|Kemirirejo
33.71.03.1002|Cacaban
33.71.03.1003|Rejowinangun Utara
33.71.03.1004|Magelang
33.71.03.1005|Panjang
33.71.03.1006|Gelangan
33.72|KOTA SURAKARTA
33.72.01|Laweyan
33.72.01.1001|Pajang
33.72.01.1002|Laweyan
33.72.01.1003|Bumi
33.72.01.1004|Panularan
33.72.01.1005|Penumping
33.72.01.1006|Sriwedari
33.72.01.1007|Purwosari
33.72.01.1008|Sondakan
33.72.01.1009|Kerten
33.72.01.1010|Jajar
33.72.01.1011|Karangasem
33.72.02|Serengan
33.72.02.1001|Joyotakan
33.72.02.1002|Danukusuman
33.72.02.1003|Serengan
33.72.02.1004|Tipes
33.72.02.1005|Kratonan
33.72.02.1006|Jayengan
33.72.02.1007|Kemlayan
33.72.03|Pasar Kliwon
33.72.03.1001|Joyosuran
33.72.03.1002|Semanggi
33.72.03.1003|Pasarkliwon
33.72.03.1004|Gajahan
33.72.03.1005|Baluwarti
33.72.03.1006|Kampungbaru
33.72.03.1007|Kedunglumbu
33.72.03.1008|Sangkrah
33.72.03.1009|Kauman
33.72.03.1010|Mojo
33.72.04|Jebres
33.72.04.1001|Kepatihan Kulon
33.72.04.1002|Kepatihan Wetan
33.72.04.1003|Sudiroprajan
33.72.04.1004|Gandekan
33.72.04.1005|Sewu
33.72.04.1006|Pucangsawit
33.72.04.1007|Jagalan
33.72.04.1008|Purwodiningratan
33.72.04.1009|Tegalharjo
33.72.04.1010|Jebres
33.72.04.1011|Mojosongo
33.72.05|Banjarsari
33.72.05.1001|Kadipiro
33.72.05.1002|Nusukan
33.72.05.1003|Gilingan
33.72.05.1004|Setabelan
33.72.05.1005|Kestalan
33.72.05.1006|Keprabon
33.72.05.1007|Timuran
33.72.05.1008|Ketelan
33.72.05.1009|Punggawan
33.72.05.1010|Mangkubumen
33.72.05.1011|Manahan
33.72.05.1012|Sumber
33.72.05.1013|Banyuanyar
33.72.05.1014|Banjarsari
33.72.05.1015|Joglo
33.73|KOTA SALATIGA
33.73.01|Sidorejo
33.73.01.1001|Blotongan
33.73.01.1002|Sidorejo Lor
33.73.01.1003|Salatiga
33.73.01.1004|Bugel
33.73.01.1005|Kauman Kidul
33.73.01.1006|Pulutan
33.73.02|Tingkir
33.73.02.1001|Kutowinangun Kidul
33.73.02.1002|Gendongan
33.73.02.1003|Sidorejo Kidul
33.73.02.1004|Kalibening
33.73.02.1005|Tingkir Lor
33.73.02.1006|Tingkir Tengah
33.73.02.1007|Kutowinangun Lor
33.73.03|Argomulyo
33.73.03.1001|Noborejo
33.73.03.1002|Ledok
33.73.03.1003|Tegalrejo
33.73.03.1004|Kumpulrejo
33.73.03.1005|Randuacir
33.73.03.1006|Cebongan
33.73.04|Sidomukti
33.73.04.1001|Kecandran
33.73.04.1002|Dukuh
