12|SUMATERA UTARA
12.19.11.2006|Karang Baru
12.19.11.2007|Perkebunan Petatal
12.19.11.2008|Mekar Baru
12.19.11.2009|Petatal
12.19.11.2010|Glugur Makmur
12.19.12|Nibung Hangus
12.19.12.2001|Sentang
12.19.12.2002|Tanjung Mulia
12.19.12.2003|Jati Mulia
12.19.12.2004|Lima Laras
12.19.12.2005|Mekar Laras
12.19.12.2006|Bandar Sono
12.19.12.2007|Ujung Kubu
12.19.12.2008|Sei Mentaram
12.19.12.2009|Pematang Rambe
12.19.12.2010|Tali Air Permai
12.19.12.2011|Bagan Baru
12.19.12.2012|Kapal Merah
12.20|KAB. PADANG LAWAS UTARA
12.20.01|Dolok Sigompulon
12.20.01.2001|Janji Manahan GNT
12.20.01.2002|Pasang Lela
12.20.01.2003|Aek Jabut
12.20.01.2004|Nabundong
12.20.01.2005|Gunung Sormin
12.20.01.2006|Sihalo Halo
12.20.01.2007|Kuala Simpang
12.20.01.2008|Simundol
12.20.01.2009|Nahula Julu
12.20.01.2010|Simaninggir Simundol
12.20.01.2011|Simangambat
12.20.01.2012|Saba Bangun
12.20.01.2013|Malino
12.20.01.2014|Gonting Bange
12.20.01.2015|Hutaimbaru Simundol
12.20.01.2016|Padang Matinggi Simundol
12.20.01.2017|Sunut
12.20.01.2018|Batu Hibul
12.20.01.2019|Sigordang
12.20.01.2020|Pamarai
12.20.01.2021|Padang Matinggi GNT
12.20.01.2022|Gadung Holbung
12.20.01.2023|Salusuhan
12.20.01.2024|Panyabungan
12.20.01.2025|Sayur Matinggi
12.20.01.2026|Hasahatan
12.20.01.2027|Pinarik
12.20.01.2028|Unte Manis
12.20.01.2029|Sipogas
12.20.01.2030|Sipogas A
12.20.01.2031|Padang Malakka
12.20.01.2032|Aek Simanap
12.20.01.2033|Pulo Liman
12.20.01.2034|Aek Kundur
12.20.01.2035|Hatiran
12.20.01.2036|Karang Anyar
12.20.01.2037|Aek Kanan
12.20.01.2038|Nahula Jae
12.20.01.2039|Simadihon
12.20.01.2040|Pasar Sayur Matinggi
12.20.01.2041|Tj. Baru Silaiya
12.20.01.2042|Sitonun
12.20.01.2043|Pasar Simundol
12.20.01.2044|Pamonoran
12.20.02|Dolok
12.20.02.2001|Siguga
12.20.02.2002|Singanyal
12.20.02.2003|Binanga Panasahan
12.20.02.2004|Aek Haruaya
12.20.02.2005|Tanjung Baru B
12.20.02.2006|Pasar Sipiongot
12.20.02.2007|Bintais Julu
12.20.02.2008|Bunut
12.20.02.2009|Paya Ombik
12.20.02.2010|Aek Suhat Jae
12.20.02.2011|Huta Baru Sil
12.20.02.2012|Sijorang
12.20.02.2013|Simaninggir Sip
12.20.02.2014|Pangaran Julu I
12.20.02.2015|Mompang Lombang
12.20.02.2016|Janji Manahan Sil
12.20.02.2017|Baringin Sip
12.20.02.2018|Gunung Maria
12.20.02.2019|Mompang Dolok
12.20.02.2020|Aek Rao TN
12.20.02.2021|Sijantung Julu
12.20.02.2022|Batu Runding
12.20.02.2023|Lubuk Godang
12.20.02.2024|Bahap
12.20.02.2025|Aek Ilung
12.20.02.2026|Tarutung Bolak
12.20.02.2027|Sungai Pining
12.20.02.2028|Siloung
12.20.02.2029|Hutaimbaru Gul
12.20.02.2030|Sipiongot
12.20.02.2031|Gumbot
12.20.02.2032|Gunung Selamat
12.20.02.2033|Silogo Logo
12.20.02.2034|Lubuk Kundur
12.20.02.2035|Jambur Batu
12.20.02.2036|Simatorkis
12.20.02.2037|Rancaran
12.20.02.2038|Naga Saribu
12.20.02.2039|Simataniari Jae
12.20.02.2040|Janji Manahan Gul
12.20.02.2041|Simataniari
12.20.02.2042|Parmeraan
12.20.02.2043|Panca
12.20.02.2044|Dalihan Natolu
12.20.02.2045|Sungai Datar
12.20.02.2046|Lubuk Lanjang
12.20.02.2047|Arse
12.20.02.2048|Simangambat Tua
12.20.02.2049|Sigala Gala
12.20.02.2050|Sibayo Jae
12.20.02.2051|Dolok Sanggul
12.20.02.2052|Silangge
12.20.02.2053|Pijor Koling
12.20.02.2054|Pagaran Julu II
12.20.02.2055|Siala Gundi
12.20.02.2056|Siraga HP
12.20.02.2057|Aek Sundur
12.20.02.2058|Baringin Sil
12.20.02.2059|Hula Baringin
12.20.02.2060|Nabonggal
12.20.02.2061|Purba Tua
12.20.02.2062|Tanjung Longat
12.20.02.2063|Sibio Bio
12.20.02.2064|Situmbaga
12.20.02.2065|Sijara Jara
12.20.02.2066|Huta Baru Sip
12.20.02.2067|Pagaran Siregar
12.20.02.2068|Parigi
12.20.02.2069|Napasundali
12.20.02.2070|Aek Suhat TR
12.20.02.2071|Gumaruntar
12.20.02.2072|Sijantung Jae
12.20.02.2073|Janji Matogu
12.20.02.2074|Sialang Dolok
12.20.02.2075|Binanga Gumbot
12.20.02.2076|Simanosor
12.20.02.2077|Bukit Tinggi
12.20.02.2078|Simambal
12.20.02.2079|Bandar Nauli
12.20.02.2080|Sibayo
12.20.02.2081|Sinabongan
12.20.02.2082|Siranap
12.20.02.2083|Aek Tangga
12.20.02.2084|Rongkare
12.20.02.2085|Siburbur
12.20.02.2086|Pintu Padang Merdeka
12.20.03|Halongonan
12.20.03.2001|Hutaimbaru
12.20.03.2002|Hambulo
12.20.03.2003|Paolan
12.20.03.2004|Pangirkiran
12.20.03.2005|Balimbing
12.20.03.2006|Rondaman Siburegar
12.20.03.2007|Sipaho
12.20.03.2008|Silantoyung
12.20.03.2009|Hiteurat
12.20.03.2010|Siboru Angin
12.20.03.2011|Sandean Jae
12.20.03.2012|Sandean Tonga
12.20.03.2013|Sandean Julu
12.20.03.2014|Hasahatan
12.20.03.2015|Pagar Gunung
12.20.03.2016|Pangarambangan
12.20.03.2017|Napa Lancat
12.20.03.2018|Halongonan
12.20.03.2019|Bargot Topong Julu
12.20.03.2020|Bargot Topong Jae
12.20.03.2021|Siringki Jae
12.20.03.2022|Ujung Padang
12.20.03.2023|Sigala Gala
12.20.03.2032|Hutanopan
12.20.03.2036|Sipenggeng
12.20.03.2037|Saba
12.20.03.2038|Sitabola
12.20.03.2039|Sitonun
12.20.03.2040|Tapus Jae
12.20.03.2041|Japinulik
12.20.03.2042|Paran Honas
12.20.03.2043|Siringki Julu
12.20.03.2044|Batu Tunggal
12.20.04|Padang Bolak
12.20.04.1001|Pasar Gunung Tua
12.20.04.2008|Lubuk Torop
12.20.04.2012|Tanjung Marulak
12.20.04.2013|Ambasang Natigor
12.20.04.2014|Napagadung Laut
12.20.04.2015|Rampa Jae
12.20.04.2016|Rampa Julu
12.20.04.2017|Mananti
12.20.04.2018|Paran Padang
12.20.04.2019|Rahuning Jae
12.20.04.2020|Botung
12.20.04.2021|Sigimbal
12.20.04.2022|Dolok Sae
12.20.04.2023|Simasi
12.20.04.2024|Sihapas Hapas
12.20.04.2025|Sungai Tolang
12.20.04.2026|Losung Batu
12.20.04.2027|Batu Mamak
12.20.04.2028|Sampuran
12.20.04.2029|Gunung Tua Baru
12.20.04.2030|Sibatang Kayu
12.20.04.2031|Aek Suhat
12.20.04.2038|Gunung Tua Tonga
12.20.04.2039|Gunung Tua Jae
12.20.04.2040|Gunung Tua Julu
12.20.04.2041|Hutalombang
12.20.04.2042|Batang Baruhar Julu
12.20.04.2043|Batang Baruhar Jae
12.20.04.2044|Purba Sinomba
12.20.04.2045|Hambiri
12.20.04.2046|Sosopan
12.20.04.2047|Pagaran Singkam
12.20.04.2048|Pagaran Tonga
12.20.04.2049|Sibagasi
12.20.04.2050|Batu Tambun
12.20.04.2051|Tanjung Tiram
12.20.04.2052|Garoga
12.20.04.2053|Hajoran
12.20.04.2054|Batu Sundung
12.20.04.2055|Garonggang
12.20.04.2056|Nabonggal
12.20.04.2057|Liang Hasona
12.20.04.2058|Simandiangin Dolok
12.20.04.2059|Simandiangin Lombang
12.20.04.2060|Padang Garugur
12.20.04.2061|Simanosor
12.20.04.2062|Sigama
12.20.04.2063|Sigama Ujung Gading
12.20.04.2064|Parlimbatan
12.20.04.2065|Saba Sitahul tahul
12.20.04.2066|Saba Bangunan
12.20.04.2067|Sidingkat
12.20.04.2069|Gunung Manaon II
12.20.04.2070|Purba Tua
12.20.04.2071|Sungai Durian
12.20.04.2072|Sungai Orosan
12.20.04.2073|Hutaimbaru II
12.20.04.2074|Siombob
12.20.04.2075|Aek Gambir
12.20.04.2076|Bukit Raya Sordang
12.20.04.2077|Aek Jangkang
12.20.04.2078|Simbolon
12.20.05|Padang Bolak Julu
12.20.05.2001|Pancur Pangko
12.20.05.2002|Hasambi
12.20.05.2003|Paran Nangka
12.20.05.2004|Batu Rancang
12.20.05.2005|Sitanggoru
12.20.05.2006|Siunggam Dolok
12.20.05.2007|Balimbing Jae
12.20.05.2008|Sipupus Lombang
12.20.05.2009|Balimbing Julu
12.20.05.2010|Sobar
12.20.05.2011|Pamuntaran
12.20.05.2012|Paran Gadung
12.20.05.2013|Padang Bujur
12.20.05.2014|Ubar
12.20.05.2015|Lantosan II
12.20.05.2016|Batu Gana
12.20.05.2017|Padang Baruas
12.20.05.2018|Aek Bargot
12.20.05.2019|Gariang
12.20.05.2020|Balakka
12.20.05.2021|Parupuk Jae
12.20.05.2022|Parupuk Julu
12.20.05.2023|Sialang
12.20.06|Portibi
12.20.06.2002|Sitopayan
12.20.06.2003|Lantosan I
12.20.06.2004|Aek Haruaya
12.20.06.2005|Gunung Baringin
12.20.06.2006|Hadungdung
12.20.06.2007|Rondaman Dolok
12.20.06.2008|Sipirok
12.20.06.2009|Tanjung Salamat
12.20.06.2010|Rondaman Lombang
12.20.06.2011|Parsarmaan
12.20.06.2012|Aloban
12.20.06.2013|Portibi Julu
12.20.06.2014|Portibi Jae
12.20.06.2015|Gunung Manaon I
12.20.06.2016|Pasir Pinang
12.20.06.2017|Bahal
12.20.06.2018|Bara
12.20.06.2019|Simandiangin
12.20.06.2020|Hotang Sasa
12.20.06.2021|Aek Siala
12.20.06.2022|Gumarupu Baru
12.20.06.2023|Padang Manjoir
12.20.06.2024|Gumarupu Lama
12.20.06.2025|Gunung Martua
12.20.06.2026|Sihambeng
12.20.06.2027|Aek Torop
12.20.06.2028|Napa Lombang
12.20.06.2029|Mangaledang Lama
12.20.06.2030|Mangaledang
12.20.06.2031|Bangkudu
12.20.06.2032|Balakka Torop
12.20.06.2033|Janji Matogu
12.20.06.2034|Muara Sigama
12.20.06.2035|Napahalas
12.20.06.2036|Sigama Napahalas
12.20.06.2039|Torluk Muara Dolok
12.20.07|Batang Onang
12.20.07.1001|Sayur Matinggi
12.20.07.2002|Pangkal Dolok Lama
12.20.07.2003|Pangkal Dolok Julu
12.20.07.2004|Pintu Padang
12.20.07.2005|Batang Onang Lama
12.20.07.2006|Bonan Dolok
12.20.07.2007|Simardona
12.20.07.2008|Batang Onang Baru
12.20.07.2009|Parau Sorat
12.20.07.2010|Pasar Matanggor
12.20.07.2011|Batu Pulut
12.20.07.2012|Huta Lambung
12.20.07.2013|Galanggang
12.20.07.2014|Gunungtua Tumbu Jati
12.20.07.2015|Gunungtua Batang Onang
12.20.07.2016|Simanapang
12.20.07.2017|Simaninggir
12.20.07.2018|Batu Mamak
12.20.07.2019|Padang Garugur
12.20.07.2020|Padang Matinggi
12.20.07.2021|Purba Tua
12.20.07.2022|Janji Mauli
12.20.07.2023|Sayur Matinggi Julu
12.20.07.2024|Gunung Tua Julu
12.20.07.2025|Pasir Ampolu Hopong
12.20.07.2026|Pagaran Batu
12.20.07.2027|Tamosu
12.20.07.2028|Simangambat Dolok
12.20.07.2029|Janji Manahan
12.20.07.2030|Padang Bujur Baru
12.20.07.2031|Batu Nanggar
12.20.07.2032|Morang
12.20.08|Simangambat
12.20.08.2014|Ulak Tano
12.20.08.2015|Aekraru
12.20.08.2016|Tanjung Maria
12.20.08.2017|Mandasip
12.20.08.2018|Huta Baru
12.20.08.2019|Janji Matogu
12.20.08.2020|Paran Padang
12.20.08.2021|Tanjung Botung
12.20.08.2022|Huta Pasir
12.20.08.2023|Langkimat
12.20.08.2024|Jabi Jabi
12.20.08.2025|Simangambat Jae
12.20.08.2026|Ujung Gading Jae
12.20.08.2027|Huta Baringin
12.20.08.2028|Gunung Manaon Sim
12.20.08.2029|Sionggoton
12.20.08.2030|Paran Tonga Sim
12.20.08.2031|Ujung Gading Julu
12.20.08.2032|Simangambat Julu
12.20.08.2033|Sigagan
12.20.08.2034|Kosik Putih
12.20.09|Hulu Sihapas
12.20.09.2001|Aek Godang
12.20.09.2002|Aek Nauli
12.20.09.2003|Sampuran Simarloting
12.20.09.2004|Pangirkiran
12.20.09.2005|Simaninggir
12.20.09.2006|Suka Dame
12.20.09.2007|Pintu Bosi
12.20.09.2008|Sidong-dong
12.20.09.2009|Sitabar
12.20.09.2010|Parmeraan
12.20.10|Padang Bolak Tenggara
12.20.10.2001|Siunggam Julu
12.20.10.2002|Siunggam Tonga
12.20.10.2003|Siunggam Jae
12.20.10.2004|Aek Bayur
12.20.10.2005|Aek Tolong
12.20.10.2006|Tangga-Tangga Hambeng
12.20.10.2007|Simaninggir
12.20.10.2008|Bangun Purba
12.20.10.2009|Naga Saribu
12.20.10.2010|Sihoda-Hoda
12.20.10.2011|Mompang II
12.20.10.2012|Gulangan
12.20.10.2013|Pijor Koling
12.20.10.2014|Purba Tua Dolok
12.20.11|Halongonan Timur
12.20.11.2001|Siancimun
12.20.11.2002|Bolatan
12.20.11.2003|Pasir Bara
12.20.11.2004|Gunung Intan
12.20.11.2005|Mompang I
12.20.11.2006|Gunung Manaon III
12.20.11.2007|Sihopuk Baru
12.20.11.2008|Sihopuk Lama
12.20.11.2009|Rondaman
12.20.11.2010|Hutabaru Nangka
12.20.11.2011|Situmbaga
12.20.11.2012|Batang Pane I
12.20.11.2013|Batang Pane II
12.20.11.2014|Batang Pane III
12.20.12|Ujung Batu
12.20.12.2001|Huta Raja
12.20.12.2002|Ujung Batu Julu
12.20.12.2003|Gunung Manaon UB
12.20.12.2004|Labuhan Jurung
12.20.12.2005|Martujuan
12.20.12.2006|Paya Bahung UB
12.20.12.2007|Tobing Tinggi UB
12.20.12.2008|Ujung Batu Jae
12.20.12.2009|Marlaung
12.20.12.2010|Mananti
12.20.12.2011|Jambu Tonang
12.20.12.2012|Manare Tua
12.20.12.2013|Pasir Lancat UB
12.21|KAB. PADANG LAWAS
12.21.01|Sosopan
12.21.01.2001|Pagaranbira Jae
12.21.01.2002|Pagaran Bira Julu
12.21.01.2003|Huta Bargot
12.21.01.2004|Siundol Jae
12.21.01.2005|Siundol Julu
12.21.01.2006|Siundol Dolok
12.21.01.2007|Hutabaru Siundol
12.21.01.2008|Binanga Tolu
12.21.01.2009|Aek Bargot
12.21.01.2010|Ulu Aer
12.21.01.2011|Hulim
12.21.01.2012|Sianggunan
12.21.01.2013|Simaninggir Sosopan
12.21.01.2014|Sibualbuali
12.21.01.2015|Sosopan
12.21.01.2016|Sigala-Gala
12.21.01.2017|Sihaporas
12.21.01.2018|Banua Tonga
12.21.01.2019|Sosopan Julu
12.21.01.2020|Huta Bara
12.21.01.2021|Hutabaru Sosopan
12.21.01.2022|Simartolu
12.21.02|Barumun Tengah
12.21.02.2001|Gunung Baringin
12.21.02.2002|Pasar Binanga
12.21.02.2003|Sihaborgoan Dalan
12.21.02.2004|Aek Tanduk
12.21.02.2005|PP. Makmur
12.21.02.2006|Siboris Bahal
12.21.02.2007|Bangkudu
12.21.02.2008|Siolip
12.21.02.2009|Aek Tunjang
12.21.02.2010|Binanga
12.21.02.2011|Manombo
12.21.02.2012|Janji Raja
12.21.02.2013|Pangirkiran Dolok
12.21.02.2014|Sihaborgoan Barumun
12.21.02.2015|Siboris Dolok
12.21.02.2016|Padang Matinggi
12.21.02.2017|Tandihat
12.21.02.2018|Bara Batu
12.21.02.2019|Bahal Batu
12.21.02.2020|Ginduang Batu
12.21.02.2021|Padang Garugur
12.21.02.2022|Gunung Manaon
12.21.02.2023|Siboris Lombang
12.21.02.2024|Janji Matogu
12.21.02.2025|Gunung Malintang
12.21.02.2026|Sibatu Loting
12.21.02.2027|Sisalean
12.21.02.2028|Janji Manahan
12.21.02.2029|Siparau
12.21.02.2030|Unterudang
12.21.02.2053|Huta Ruhom
12.21.02.2056|Paran Napa Dolok
12.21.02.2061|Bire
12.21.02.2065|Gading
12.21.02.2067|Paran Napa Jae
12.21.02.2068|Sibontar
12.21.02.2070|Aek Siala
12.21.02.2071|Batusundung
12.21.02.2072|Sidongdong
12.21.03|Huristak
12.21.03.2001|Binanga Tolu
12.21.03.2002|Tanjung Baringin
12.21.03.2003|Huristak
12.21.03.2004|Paran Tonga
12.21.03.2005|Gonting Julu
12.21.03.2006|Bulu Cina
12.21.03.2007|Sigading
12.21.03.2008|Pasir Lancat Lama
12.21.03.2009|Siala Gundi
12.21.03.2010|Tobing Julu
12.21.03.2011|Tar Sihoda-Hoda
12.21.03.2012|Huta Pasir Ulak Tano
12.21.03.2013|Tobing Jae
12.21.03.2014|Pasar Huristak
12.21.03.2015|Sipirok Baru
12.21.03.2016|Pasir Lancat Baru
12.21.03.2017|Tobing Tinggi
12.21.03.2018|Ganal
12.21.03.2019|Paya Bujing
12.21.03.2020|Pulo Bariang
12.21.03.2021|Ramba
12.21.03.2022|Gonting Jae
12.21.03.2023|Gala Bonang
12.21.03.2024|Tanjung Morang
12.21.03.2025|Gunung Manaon
12.21.03.2026|Gunung Matinggi
12.21.03.2027|Pasir Pinang
12.21.04|Lubuk Barumun
12.21.04.2001|Janji Matogu
12.21.04.2002|Pagaran Silindung
12.21.04.2003|Tangga Bosi
12.21.04.2004|Hutaibus
12.21.04.2005|Pagaran Jalu-Jalu
12.21.04.2006|Hutanopan
12.21.04.2007|Pasar Latong
12.21.04.2008|Pagaran Jae Batu
12.21.04.2009|Aek Lancat
12.21.04.2010|Batang Tanggal Baru
12.21.04.2011|Bonal
12.21.04.2012|Pagaran Malaka
12.21.04.2013|Huta Dolok
12.21.04.2014|Gunung Manobot
12.21.04.2015|Batang Bulu Jae
12.21.04.2016|Suro Dingin
12.21.04.2017|Janji Lobi Lima
12.21.04.2018|Sangkilon
12.21.04.2019|Siali-Ali
12.21.04.2020|Huta Lombang
12.21.04.2021|Pagaran Mompang
12.21.04.2022|Parsombaan
12.21.04.2023|Sihiuk
12.21.04.2024|Batang Bulu Tanggal
12.21.05|Huta Raja Tinggi
12.21.05.2001|Simangambat
12.21.05.2002|Sigala-Gala
12.21.05.2003|Tanjung Ale
12.21.05.2004|Lubuk Bunut
12.21.05.2005|Ujung Padang
12.21.05.2006|Tanjung Baringin
12.21.05.2007|Sibodak Sosa Jae
12.21.05.2008|Parmainan
12.21.05.2009|Pagaran Dolok Sosa Jae
12.21.05.2010|Aliaga
12.21.05.2011|Mananti Sosa Jae
12.21.05.2012|Panyabungan
12.21.05.2013|Pasar Panyabungan
12.21.05.2014|Sigalapung
12.21.05.2015|Siabu
12.21.05.2016|Paya Ombur
12.21.05.2017|Hutaraja Tinggi
12.21.05.2018|Sungai Korang
12.21.05.2019|Ujung Batu I
12.21.05.2020|Ujung Batu II
12.21.05.2021|Ujung Batu III
12.21.05.2022|Ujung Batu IV
12.21.05.2023|Ujung Batu V
12.21.05.2024|Pir Trans Sosa I A
12.21.05.2025|Pir Trans Sosa I B
12.21.05.2026|Pir Trans Sosa III A
12.21.05.2027|Pir Trans Sosa III B
12.21.05.2028|Pir Trans Sosa II
12.21.05.2029|Pir Trans Sosa IV
12.21.05.2030|Pir Trans Sosa V
12.21.05.2031|Pir Trans Sosa VI
12.21.06|Ulu Barumun
12.21.06.2001|Simanuldang Jae
12.21.06.2002|Simanuldang Julu
12.21.06.2003|Tapian Nauli
12.21.06.2004|Handang Kopo
12.21.06.2005|Subulussalam
12.21.06.2006|Pintu Padang
12.21.06.2007|Matondang
12.21.06.2008|Pasar Ipuh
12.21.06.2009|Paringgonan
12.21.06.2010|Paringgonan Julu
12.21.06.2011|Paran Batu
12.21.06.2012|Sibual Buali
12.21.06.2013|Tanjung
12.21.06.2014|Siraisan
12.21.06.2015|Aek Haruaya
12.21.07|Barumun
12.21.07.1001|Pasar Sibuhuan
12.21.07.2002|Sibuhuan Julu
12.21.07.2003|Bangun Raya
12.21.07.2004|Purba Tua
12.21.07.2005|Handis Julu
12.21.07.2006|Sialambue
12.21.07.2007|Sibuhuan Jae
12.21.07.2008|Janjilobi
12.21.07.2009|Hasahatan Jae
12.21.07.2010|Siolip
12.21.07.2011|Saba Rimba
12.21.07.2012|Binabo Julu
12.21.07.2013|Binabo Jae
12.21.07.2014|Limbong
12.21.07.2015|Simaninggir
12.21.07.2016|Hasahatan Julu
12.21.07.2017|Sitarolo Julu
12.21.07.2018|Mompang
12.21.07.2019|Sigorbus Jae
12.21.07.2020|Sabahotang
12.21.07.2021|Tanjung Durian
12.21.07.2022|Tanjung Botung
12.21.07.2023|Tanobato
12.21.07.2024|Hutarimbaru
12.21.07.2025|Sayur Matua
12.21.07.2037|Bulusonik
12.21.07.2038|Arsesimatorkis
12.21.07.2039|Pancaukan
12.21.07.2040|Pagaran Baringin
12.21.07.2041|Sigorbus Julu
12.21.08|Sosa
12.21.08.2001|Siborna Bunut
12.21.08.2002|Hurung Jilok
12.21.08.2003|Pasir Jae
12.21.08.2004|Harang Julu
12.21.08.2005|Parapat
12.21.08.2006|Pasar Ujung Batu
12.21.08.2007|Hapung
12.21.08.2008|Plasma Mondang
12.21.08.2009|Mandian
12.21.08.2010|Bonan Dolok
12.21.08.2011|Hutaimbaru
12.21.08.2012|Mondang
12.21.08.2013|Sisoma
12.21.08.2014|Aek Tinga
12.21.08.2015|Gunung Baringin
12.21.08.2016|Simarancar
12.21.08.2017|Huta Raja Lamo
12.21.08.2018|Tanjung Botung Sosa Jae
12.21.08.2019|Ujung Batu
12.21.08.2020|Janjiraja
12.21.08.2021|Rao-Rao Dolok
12.21.08.2022|Parau Sorat
12.21.08.2023|Aer Bale
12.21.08.2024|Tanjung Bale
12.21.08.2025|Ampolu
12.21.08.2026|Mananti Sosa Julu
12.21.08.2027|Siginduang
12.21.08.2028|Ramba
12.21.08.2029|Roburan
12.21.08.2030|Tanjung
12.21.08.2031|Sungai Jior
12.21.08.2032|Lumban Huayan
12.21.08.2033|Pasir Julu
12.21.08.2034|Hapung Torop
12.21.08.2035|Batu Gajah
12.21.08.2036|Harang Jae
12.21.08.2037|Horuon
12.21.08.2038|Gunung Tua
12.21.08.2039|Handio
12.21.09|Batang Lubu Sutam
12.21.09.2001|Tanjung Baru
12.21.09.2002|Tamiang
12.21.09.2003|Tanjung Barani
12.21.09.2004|Manggis
12.21.09.2005|Pagaran Tayas
12.21.09.2006|Hatongga
12.21.09.2007|Botung
12.21.09.2008|Siadam
12.21.09.2009|Siojo
12.21.09.2010|Pagaran Manggis
12.21.09.2011|Muara Malinto Lama
12.21.09.2012|Hutabaru
12.21.09.2013|Huta Nopan
12.21.09.2014|Tandolan
12.21.09.2015|Tangga Batu
12.21.09.2016|Pagaran Dolok Pinarik
12.21.09.2017|Muara Malinto Baru
12.21.09.2018|Aek Sorik
12.21.09.2019|Tanjung Botung Pinarik
12.21.09.2020|Pinarik
12.21.09.2021|Rombayan
12.21.09.2022|Salambue
12.21.09.2023|Papaso
12.21.09.2024|Muara Tige
12.21.09.2025|Sibodak Papaso
12.21.09.2026|Pagaran Baringin
12.21.09.2027|Gunung Inten
12.21.09.2028|Gunung Manaon
12.21.10|Barumun Selatan
12.21.10.2001|Batang Bulu Lama
12.21.10.2002|Pagur Satio
12.21.10.2003|Batang Bulu Baru
12.21.10.2004|Gunung Intan
12.21.10.2005|Tanjung Purba Tua
12.21.10.2006|Banua Tonga
12.21.10.2007|Gunung Barani
12.21.10.2008|Tanjung Baringin Simarulak
12.21.10.2009|Sayur Mahincat
12.21.10.2010|Sidomulio
12.21.10.2011|Panarian
12.21.11|Aek Nabara Barumun
12.21.11.2001|Aek Nabara Tonga
12.21.11.2002|Aek Nabara Jae
12.21.11.2003|Padang Garugur Jae
12.21.11.2004|Huta Bargot
12.21.11.2005|Janji Maria
12.21.11.2006|Padang Garugur Julu
12.21.11.2007|Sidokan
12.21.11.2008|Tobing
12.21.11.2009|Hadungdung Aek Rampah
12.21.11.2010|Tobing Tinggi
12.21.11.2011|Sipagabu
12.21.11.2012|Tanjung
12.21.11.2013|Paran Tonga
12.21.11.2014|Paran Julu
12.21.11.2015|Hadungdung Pintu Padang
12.21.11.2016|Tanjung Rokan
12.21.11.2017|Aek Bonban
12.21.11.2018|Marenu
12.21.11.2019|Aek Nabara Julu
12.21.11.2020|Padang Garugur Tonga
12.21.11.2021|Bangkuang
12.21.11.2022|Paya bahung
12.21.11.2023|Aek Buaton
12.21.11.2024|Sayur Matua
12.21.11.2025|Sayur Mahincat
12.21.12|Sihapas Barumun
12.21.12.2001|Lubuk Gonting
12.21.12.2002|Padang Hasior Dolok
12.21.12.2003|Padang Hasior Lombang
12.21.12.2004|Sitada-Tada
12.21.12.2005|Paran Dolok
12.21.12.2006|Ujung Gading
12.21.12.2007|Simaninggir
12.21.12.2008|Tanjung Morang
12.21.12.2009|Silenjeng
12.21.12.2010|Aek Goti
12.21.12.2011|Gulangan
12.21.12.2012|Ujung Padang
12.21.12.2013|Balangka
12.22|KAB. LABUHANBATU SELATAN
12.22.01|Kotapinang
12.22.01.1001|Kotapinang
12.22.01.2002|Simatahari
12.22.01.2003|Mampang
12.22.01.2004|Pasir Tuntung
12.22.01.2005|Sisumut
12.22.01.2006|Hadundung
12.22.01.2007|Sosopan
12.22.01.2008|Perkebunan Nomark
12.22.01.2009|Perkebunan Nagodang
12.22.01.2010|Perk. Sei Rumbia
12.22.02|Kampung Rakyat
12.22.02.2001|Perk. Perlabian
12.22.02.2002|Perk. Teluk Panji
12.22.02.2003|Perk. Tolan I/II
12.22.02.2004|Perk. Batang Saponggol
12.22.02.2005|Perk. Tolan
12.22.02.2006|Air Merah
12.22.02.2007|Teluk Panji
12.22.02.2008|Tanjung Medan
12.22.02.2009|Kampung Perlabian
12.22.02.2010|Tanjung Selamat
12.22.02.2011|Tanjung Mulia
12.22.02.2012|Teluk Panji I
12.22.02.2013|Teluk Panji II
12.22.02.2014|Teluk Panji III
12.22.02.2015|Teluk Panji IV
12.22.03|Torgamba
12.22.03.2001|Bangai
12.22.03.2002|Rasau
12.22.03.2003|Teluk Rampah
12.22.03.2004|Pangarungan
12.22.03.2005|Bunut
12.22.03.2006|Aek Batu
12.22.03.2007|Pinang Damai
12.22.03.2008|Aek Raso
12.22.03.2009|Torgamba
12.22.03.2010|Asam Jawa
12.22.03.2011|Torganda
12.22.03.2012|Beringin Jaya
12.22.03.2013|Bukit Tujuh
12.22.03.2014|Sei Meranti
12.22.04|Sungai Kanan
12.22.04.1001|Langga Payung
12.22.04.2002|Batang Nadenggan
12.22.04.2003|Sabungan
12.22.04.2004|Hajoran
12.22.04.2005|Ujung Gading
12.22.04.2006|Huta Godang
12.22.04.2007|Parimburan
12.22.04.2008|Sampean
12.22.04.2009|Marsonja
12.22.05|Silangkitang
12.22.05.2001|Mandalasena
12.22.05.2002|Binangadua
12.22.05.2003|Aek Goti
12.22.05.2004|Ulu Mahuam
12.22.05.2005|Rintis
12.22.05.2006|Sukadame
12.23|KAB. LABUHANBATU UTARA
12.23.01|Kualuh Hulu
12.23.01.1001|Aek Kanopan
12.23.01.1002|Aek Kanopan Timur
12.23.01.2003|Kuala Beringin
12.23.01.2004|Parpaudangan
12.23.01.2005|Pulo Dogom
12.23.01.2006|Londut
12.23.01.2007|Perkebunan Kanopan Ulu
12.23.01.2008|Perkebunan Membang Muda
12.23.01.2009|Perkebunan Labuhan Haji
12.23.01.2010|Perkebunan Hanna
12.23.01.2011|Sonomartani
12.23.01.2012|Sukarame
